Owner Bucket  ?,Case Number,Account Name,Subject,Description,Resolution/Root Cause,Priority,Primary CSM,Created By,Date/Time Opened,Case Age,Category,Sub-Category,Age,Business Hours Age
,217001,"Cyera US, Inc",Update validation rule,"Hello, I believe we have a validation rule for advancing opportunities to Stage 0b - Meeting Held or later. Could you please update the validation rule's error message to say: ""Before advancing to the ""0b - Meeting Held"" stage or later, you must fill in the ""Contributing Motion"" and ""Discovery Call Date"" fields.""",NA,Low,Jason Parawan,Nathaniel Sintros,"3/17/2025, 2:34 PM",8,Configuration,Validation Rules - Update,179,83.43305556
,217003,"Cyera US, Inc",Another update for validation rule,"Hello, I believe we have a validation rule for when opportunities move to stage 1 or later, can you please update the error message to say: ""Line of Business, New Business Meeting (NBM) Date, and NBM Attendee must be filled in in order to move to stage ""1 - Discover / Qualify"".""

Can you also update the criteria to be: Stage = ""1 - Discover / Qualify"" AND (Line of Business = blank OR New Business Meeting Date = blank OR NBM Attendee = blank)

Can you also update the pop-up window to show only the following fields: Line of Business, New Business Meeting Date, and NBM Attendee

If a validation rule for stage 1 does not exist in Clari yet, please create one with all the above details

Thank you!",NA,Low,Jason Parawan,Nathaniel Sintros,"3/17/2025, 2:37 PM",15,Configuration,Validation Rules - Update,351,167.4425
,217030,"Aptean, Inc.",Exploring whether possible to build this Scorecard in Clari Forecasting,"We are trying to create a new recurring scorecard to present to our board that is an extension of our current RAD Software forecast mode (copy as many filters as necessary). For buildout let's only share with TVN Reddy, Bob Kocis, Sean Nappo and John Schweizer

Entire mode focused on Order Type = New Logo

Columns
- Won = Closed Won for [Period]
- % YoY = % change compared to Close Won for [STLY]
- Win Rate = [Closed Won $] / [Closed Won $ + Closed Lost $]
- Sales Cycle = Average [Age] for Closed Won deals
- # New Logos = Count of deals in Closed Won for [period]
- $ Quota (not pictured, but a required input)
- $ Pipeline (mirror the Pipeline in 'RAD Software' mode)
- Pipeline Coverage (mirror 'RAD Software' mode)
-$ Forecast (will require manual submission)
- % to Quota
- % to Quota (compared to where we were with the forecast STLY if possible, at worst %YoY compared to final SLTY total result)",Mar 26 : Requested tab created,Low,Nico Alvarez,Collin Rhea,"3/17/2025, 6:45 PM",11,Configuration,Other,251,131.4991667
,217037,SafetyCulture,Final changes to Renewals WIP Re 00214929,"Hello, we have some additional changes needed to the Renewals Tab WIP for Safety Culture after meeting with the account.

For the closed field of C&C Allowance can we please get rid of the % so the bottom of the Actual ARR Renewed (the closed column of C&C Allowance) where it says 438% for John Blake the COO?

We want to keep the $21M number but not the percentage as that's wrong.

Instead we would add an additional calculation column next to the closed field called ""Percentage of ARR Renewed""

Calculation
Actual ARR Renewed / Target Up for Renewal = Percentage of ARR Renewed

So for Phil Goldie it should be $5.8M / 7.2M for about 80%


Lastly for the text description in the calculation field for the Forecasted Renewal Rate column, please add a hover description with the following formula: = (Target ARR Up for Renewal - Churn Forecast) / Target ARR Up for Renewal","Root Cause: The percentage in the closed field of C&C Allowance quota column cannot be removed due to system limitations and it is by default in Clari.
Resolution: Created a new calculation column for ""Percentage of ARR Renewed"" and updated the hover des",Low,Matthew Mcginley,Matthew Mcginley,"3/17/2025, 10:59 PM",8,Configuration,Forecast - Update,172,81.07083333
,217050,Elastic,filtering in the forecasting template (forecast config) by opportunitysplit.opportunity.ownerid,"Hi Team,
This is in reference to the ticket 00216398. I am currently testing a new tab in our sandbox environment which would include opportunities related to trainings. Currently we identify the public training orders based on the opportunity owner which is ""PUBLIC TRAINING USER""

When I create a new query which references to ""opportunitysplit.opportunity.ownerid"" we do not see any numbers/opporutnties reflecting in Clari. Understand from Clari support team that currently Clari do not support filtering in the forecasting template (forecast config) by opportunitysplit.opportunity.ownerid and would need enhancement request. Could you please help on this on priority please. This is critical to our forecasting view next year and would need this for testing ASAP","This case you created is a configuration request and we do not work on the enhancements. As Joel mentioned, can you please navigate to the top right of the page to the question mark and click on 'Raise a Request'",P3,Lizzie Rupp,Rajesh Narayanaswamy,"3/18/2025, 2:46 AM",1,Configuration,Forecast - Update,44,31.22444444
,217101,Synopsys Inc.,replace existing Geo and Region fields in forecast,"Hi,

I am working on cleaning up and replacing someof our old fields with new ones. I have updated all the saved views and dashboards but need assistence with getting everything in forecasting. Would it be possible to replace the below fields anywhere you can see them in forecasting with the provided fields? I thought i got them all but whenever i try to delete the fields i get an error.

Geo = Remove = opportunity.geo__c and replace with opportunity.territory_geo__c
Region = Remove = opportunity.opportunity_region__c and replace with opportunity.territory_region__c

thank you!
COurtney","Root Cause:
The old fields (opportunity.geo__c and opportunity.opportunity_region__c) were still being used in the forecasting setup, causing errors when attempts were made to delete them.

Resolution:
The outdated fields were replaced with the new on",Low,Marina Addonizio,Courtney Holmberg,"3/18/2025, 8:46 AM",1,Configuration,Forecast - Update,37,25.21694444
,217184,"NetDocuments Software, Inc.",Enable AI deal insights,"Please enable the AI Deal Insights enhancement that appears on the right panel in the ""Inspect"" module.",we have enabled the AI Deal Insights,Low,Jason Parawan,Jason Parawan,"3/18/2025, 5:07 PM",1,Configuration,Profile - Update,8,0.880555556
,217301,The Atlantic,Adding a new Annual Attainment forecast tab,"In order to get started on the Yearly Column in Forecast, it was suggested that we create a Build / Change ticket in the portal for help in getting started on this. We would also like the new tab to be labeled WIP and only opt myself and user Katie Evatt in to viewing this new tab until it's working properly.

From our discussion with our CS rep: ""Yearly Quota in Pulse - this one we would need to make a new tab in your forecast tab for Annual Attainment. The reason why it's not pulling now in Pulse is that the progress to goal tab has more than 1 quota. For Clari to work in Pulse, it just needs to have one quota per tab (the same how quarterly forecast is).""","Root Cause: The system could not identify the correct Katie Evatt profile for viewing access.

Resolution: Awaiting customer confirmation on which Katie Evatt profile needs to be opted for access based on the provided screenshot.",Low,Pooled CSM,Molly Cox,"3/19/2025, 10:26 AM",26,Configuration,Forecast - Update,635,295.5636111
,217327,Informatica,Requesting Forecast Module for Clari Sandbox Environment,We would like to explore few features on the Clari Forecasting Module in Clari Sandbox and would like to request you to please replicate the forecasting module similar to Production Instance in the Sandbox.,Mar 20 : Support case raised 00217487,Low,Whitney Drazovich,Uday Gangula,"3/19/2025, 12:06 PM",5,Configuration,Sandbox - Update,117,45.33
,217324,Alight Solutions,Update new Overlay tab and quota,"I just added a new ""DRAFT Overlay"" Forecast tab and associated quota. Can you please update the following? I don't seem to have the ability to make these changes.

1) Quota Management: Change Quota Name from ""quarterly_quota1_qc"" to ""quarterly_overlay"". Change Display Name from ""Quota 1"" to ""Overlay Target"". It's fine if these changes clear out the quota values I loaded.

2) Forecast Management: On the new ""DRAFT Overlay"" tab, please change the Mode of all columns from Opportunity to Overlay mode. We want to be able to change the Aggregation Field and Sort Field to opportunitysplit.splitamount.","Root Cause:
The customer needed updates to the quota name and display name, as well as changes to the mode and fields in the new ""DRAFT Overlay"" Forecast tab.

Resolution:
Made the necessary changes to the quota and forecast tab as requested. Adjusted",P3,Liz LeDoux Tajonar,Peggy Sue Marlin,"3/19/2025, 11:46 AM",6,Configuration,Forecast - Update,144,64.39055556
,217359,Nozomi Networks,adjust isr forecast tab pledge and quota coverage calcs,Hi team -- just added a new forecast tab called ISR Forecast -- wanted to ask if you can help reconfigure the pledge and quota coverage calcs so they key off the reference columns (right now they're keying off the standard fields which won't be used for this tab). Also is there a way to hide the standard fields that won't be used? Thanks!,"I made the requested changes, updated the Pledge and Quota coverage columns to use the referenced columns instead of the standard columns. Also I hid the standard Quota, ACV Pledge and ACV High Pledge columns.",Low,Sarah Fagan,Balrit Singh,"3/19/2025, 3:21 PM",14,Configuration,Forecast - Update,323,146.65
,217369,"GumGum, Inc.",Product Splits mode does not show any records,Vaibhav - can we connect tonight to take a look at the mode? I need your guidance on setting the correct mode in their instance.,n/a,Low,Jason Parawan,Janhavi Wagle,"3/19/2025, 5:37 PM",1,Configuration,Field Config - Update,14,5.702777778
,217401,Checkmarx,Overall Closed in Summary Tab,"Hi,
Can ""Overall Closed"" be a calculation of Closed in New Business tab + Closed in Expansion tab + Closed in Renewal tab ? 
thanks",--,Low,Toni Pang,Lala Djafarov,"3/20/2025, 4:50 AM",4,Configuration,Forecast - Update,95,30.61527778
,217392,Cloudera,Recommendation to allow inclusion of more than 1 screenshot in support portal,"Hi Team, 

Just wanted to check if it's in your roadmap to allow multiple files attached when opening a Clari case through the support portal. 
It can be quite frustrating when creating a case that requires detailed explanation and having to follow up via email with the second/third screenshots.

If this is not on the roadmap, I would just like to raise this as a recommendation to improve your product further.

Thanks,
Sean.",-,P3,Cortney Fickey,Sean Murphy Phelan,"3/20/2025, 2:51 AM",4,Configuration,Other,94,31.13861111
,217399,Checkmarx,"Update ""Actual ORR"" formula","Hi,
Please update Actual Orr on Renewal tab = All Won / Expected Renewal Total","Root Cause: The original formula for ""Actual Orr"" was incorrect or missing, leading to discrepancies in the Renewal tab data.

Resolution: The formula has been corrected and updated as per the requirement. The revised formula should now provide the corr",Low,Toni Pang,Lala Djafarov,"3/20/2025, 4:27 AM",4,Configuration,Forecast - Update,93,29.53638889
